;—кважина;‘акт. врем€ работы , сут;‘акт. закачка за мес€ц, м3;ћесторождение;name_of_date_doc_col
5686;45_i;31.0;14531.000000000002;6;2021-01-01
5687;3_i;31.0;4369.200000000001;6;2021-01-01
5688;0_i;31.0;8824.2;6;2021-01-01
5689;4_i;31.0;9957.2;6;2021-01-01
5690;5_i;31.0;12053.800000000001;6;2021-01-01
5691;1_i;31.0;7598.8;6;2021-01-01
5692;53_i;31.0;10164.0;6;2021-01-01
5693;27_i;31.0;11444.400000000001;6;2021-01-01
5694;14_i;31.0;5104.0;6;2021-01-01
5695;28_i;31.0;6855.200000000001;6;2021-01-01
5696;33_i;31.0;7299.6;6;2021-01-01
5697;29_i;31.0;9913.2;6;2021-01-01
5698;30_i;31.0;2039.4;6;2021-01-01
5699;15_i;22.0;4855.400000000001;6;2021-01-01
5700;54_i;31.0;10344.400000000001;6;2021-01-01
5701;31_i;31.0;2250.6000000000004;6;2021-01-01
5702;31_i;31.0;2250.6000000000004;6;2021-01-01
5703;73_i;31.0;6701.200000000001;6;2021-01-01
5704;72_i;31.0;16139.2;6;2021-01-01
5705;40_i;31.0;7565.8;6;2021-01-01
5706;48_i;31.0;15921.400000000001;6;2021-01-01
5707;41_i;31.0;15890.600000000002;6;2021-01-01
5708;34_i;31.0;6523.000000000001;6;2021-01-01
5709;55_i;;;6;2021-01-01
5710;56_i;1.0;2.2;6;2021-01-01
5711;57_i;;;6;2021-01-01
5712;70_i;;;6;2021-01-01
5713;69_i;;;6;2021-01-01
5714;58_i;;;6;2021-01-01
5715;59_i;;;6;2021-01-01
5716;60_i;;;6;2021-01-01
5717;77_i;;;6;2021-01-01
5718;68_i;;;6;2021-01-01
5719;61_i;1.0;264.0;6;2021-01-01
5720;66_i;;;6;2021-01-01
5721;71_i;;;6;2021-01-01
5722;62_i;;;6;2021-01-01
5723;63_i;;;6;2021-01-01
5724;64_i;31.0;13884.2;6;2021-01-01
5725;46_i;31.0;6078.6;6;2021-01-01
5726;65_i;;;6;2021-01-01
5727;79_i;;;6;2021-01-01
5728;79_i;;;6;2021-01-01
5729;80_i;31.0;4199.8;6;2021-01-01
5730;83_i;31.0;8357.800000000001;6;2021-01-01
5731;84_i;31.0;11547.800000000001;6;2021-01-01
5732;81_i;;;6;2021-01-01
5733;82_i;25.0;3267.0000000000005;7;2022-08-01
5734;92_i;31.0;2765.4;7;2022-08-01
5735;74_i;31.0;6452.6;7;2022-08-01
5736;35_i;31.0;9792.86;7;2022-08-01
5737;74_i;31.0;4196.9400000000005;7;2022-08-01
5738;88_i;31.0;1922.8000000000002;7;2022-08-01
5739;74_i;31.0;1922.8000000000002;7;2022-08-01
5740;93_i;31.0;10342.2;7;2022-08-01
5741;74_i;;;7;2022-08-01
5742;16_i;31.0;977.24;7;2022-08-01
5743;74_i;31.0;3908.96;7;2022-08-01
5744;9_i;31.0;1796.96;7;2022-08-01
5745;74_i;31.0;7187.84;7;2022-08-01
5746;94_i;31.0;136.4;7;2022-08-01
5747;74_i;31.0;545.6;7;2022-08-01
5748;8_i;;;7;2022-08-01
5749;74_i;25.0;3652.0000000000005;7;2022-08-01
5750;82_i;31.0;5607.8;6;2022-08-01
5751;6_i;1.0;2.2;6;2022-08-01
5752;2_i;31.0;7988.200000000001;6;2022-08-01
5753;7_i;31.0;7143.400000000001;6;2022-08-01
5754;11_i;30.0;3003.0000000000005;6;2022-08-01
5755;8_i;31.0;2543.2000000000003;6;2022-08-01
5756;17_i;31.0;2136.2000000000003;6;2022-08-01
5757;35_i;;;6;2022-08-01
5758;76_i;31.0;1636.8000000000002;6;2022-08-01
5759;12_i;9.0;3962.2000000000003;6;2022-08-01
5760;9_i;31.0;4912.6;6;2022-08-01
5761;10_i;5.0;1762.2;6;2022-08-01
5762;13_i;31.0;3372.6000000000004;6;2022-08-01
5763;44_i;13.0;3432.0000000000005;6;2022-08-01
5764;36_i;;;6;2022-08-01
5765;49_i;31.0;2310.0;6;2022-08-01
5766;32_i;1.0;2.2;6;2022-08-01
5767;50_i;;;6;2022-08-01
5768;42_i;1.0;2.2;6;2022-08-01
5769;67_i;1.0;2.2;6;2022-08-01
5770;18_i;1.0;2.2;6;2022-08-01
5771;38_i;;;6;2022-08-01
5772;51_i;1.0;2.2;6;2022-08-01
5773;39_i;;;6;2022-08-01
5774;19_i;31.0;864.6;6;2022-08-01
5775;21_i;23.0;8929.800000000001;6;2022-08-01
5776;22_i;23.0;4846.6;6;2022-08-01
5777;52_i;18.0;3603.6000000000004;6;2022-08-01
5778;23_i;23.0;3955.6000000000004;6;2022-08-01
5779;24_i;1.0;2.2;6;2022-08-01
5780;25_i;23.0;6553.8;6;2022-08-01
5781;26_i;30.0;4413.200000000001;6;2022-08-01
5782;45_i;31.0;11510.400000000001;6;2022-08-01
5783;3_i;;;6;2022-08-01
5784;0_i;31.0;5937.8;6;2022-08-01
5785;4_i;31.0;3396.8;6;2022-08-01
5786;5_i;21.0;7141.200000000001;6;2022-08-01
5787;1_i;31.0;2906.2000000000003;6;2022-08-01
5788;53_i;;;6;2022-08-01
5789;27_i;31.0;435.6;6;2022-08-01
5790;14_i;31.0;4367.0;6;2022-08-01
5791;28_i;31.0;8703.2;6;2022-08-01
5792;33_i;31.0;6813.400000000001;6;2022-08-01
5793;29_i;31.0;7218.200000000001;6;2022-08-01
5794;30_i;1.0;2.2;6;2022-08-01
5795;15_i;31.0;7629.6;6;2022-08-01
5796;54_i;31.0;16456.0;6;2022-08-01
5797;31_i;;;6;2022-08-01
5798;31_i;;;6;2022-08-01
5799;73_i;31.0;6201.8;6;2022-08-01
5800;72_i;21.0;12634.6;6;2022-08-01
5801;40_i;31.0;4848.8;6;2022-08-01
5802;48_i;21.0;5757.400000000001;6;2022-08-01
5803;41_i;31.0;13147.2;6;2022-08-01
5804;34_i;31.0;7062.000000000001;6;2022-08-01
5805;55_i;31.0;15153.6;6;2022-08-01
5806;56_i;27.0;17171.0;6;2022-08-01
5807;57_i;31.0;12502.6;6;2022-08-01
5808;70_i;31.0;11965.800000000001;6;2022-08-01
5809;69_i;31.0;12608.2;6;2022-08-01
5810;58_i;31.0;1284.8000000000002;6;2022-08-01
5811;60_i;1.0;2.2;6;2022-08-01
5812;77_i;31.0;5247.0;6;2022-08-01
5813;68_i;31.0;10109.0;6;2022-08-01
5814;61_i;31.0;3471.6000000000004;6;2022-08-01
5815;66_i;31.0;6402.000000000001;6;2022-08-01
5816;71_i;31.0;12702.800000000001;6;2022-08-01
5817;62_i;31.0;2492.6000000000004;6;2022-08-01
5818;63_i;;;6;2022-08-01
5819;97_i;;;6;2022-08-01
5820;64_i;31.0;8322.6;6;2022-08-01
5821;46_i;19.0;1760.0000000000002;6;2022-08-01
5822;65_i;30.0;4210.8;6;2022-08-01
5823;98_i;;;6;2022-08-01
5824;80_i;31.0;2035.0000000000002;6;2022-08-01
5825;90_i;31.0;9853.800000000001;6;2022-08-01
5826;83_i;31.0;7279.8;6;2022-08-01
5827;84_i;31.0;4092.0000000000005;6;2022-08-01
5828;91_i;31.0;1909.6000000000001;6;2022-08-01
5829;86_i;31.0;8483.2;6;2022-08-01
5830;95_i;31.0;3751.0000000000005;6;2022-08-01
5831;81_i;;;6;2022-08-01
5832;8_i;;;7;2022-04-01
5833;82_i;31.0;5108.400000000001;7;2022-04-01
5834;8_i;31.0;4021.6000000000004;7;2022-04-01
5835;92_i;;;7;2022-04-01
5836;74_i;;;7;2022-04-01
5837;35_i;31.0;8645.560000000001;7;2022-04-01
5838;74_i;31.0;3705.2400000000002;7;2022-04-01
5839;88_i;31.0;953.7;7;2022-04-01
5840;74_i;31.0;953.7;7;2022-04-01
5841;93_i;;;7;2022-04-01
5842;74_i;;;7;2022-04-01
5843;16_i;1.0;1.32;7;2022-04-01
5844;74_i;1.0;0.8800000000000001;7;2022-04-01
5845;94_i;;;7;2022-04-01
5846;74_i;;;7;2022-04-01
5847;82_i;31.0;3302.2000000000003;6;2022-04-01
5848;6_i;31.0;14575.000000000002;6;2022-04-01
5849;2_i;31.0;7535.000000000001;6;2022-04-01
5850;7_i;31.0;7902.400000000001;6;2022-04-01
5851;11_i;31.0;3036.0000000000005;6;2022-04-01
5852;8_i;31.0;3456.2000000000003;6;2022-04-01
5853;17_i;31.0;1128.6000000000001;6;2022-04-01
5854;35_i;;;6;2022-04-01
5855;76_i;31.0;2552.0;6;2022-04-01
5856;12_i;31.0;15743.2;6;2022-04-01
5857;9_i;31.0;10166.2;6;2022-04-01
5858;10_i;1.0;2.2;6;2022-04-01
5859;13_i;31.0;2096.6000000000004;6;2022-04-01
5860;44_i;31.0;7009.200000000001;6;2022-04-01
5861;36_i;;;6;2022-04-01
5862;49_i;30.0;1284.8000000000002;6;2022-04-01
5863;32_i;31.0;10938.400000000001;6;2022-04-01
5864;50_i;;;6;2022-04-01
5865;42_i;;;6;2022-04-01
5866;67_i;31.0;4919.200000000001;6;2022-04-01
5867;18_i;31.0;21296.0;6;2022-04-01
5868;38_i;31.0;1995.4;6;2022-04-01
5869;51_i;31.0;3141.6000000000004;6;2022-04-01
5870;39_i;31.0;11334.400000000001;6;2022-04-01
5871;19_i;31.0;825.0000000000001;6;2022-04-01
5872;20_i;1.0;2.2;6;2022-04-01
5873;21_i;31.0;10095.800000000001;6;2022-04-01
5874;22_i;31.0;5746.400000000001;6;2022-04-01
5875;52_i;31.0;5810.200000000001;6;2022-04-01
5876;23_i;31.0;4023.8;6;2022-04-01
5877;24_i;1.0;2.2;6;2022-04-01
5878;25_i;31.0;6679.200000000001;6;2022-04-01
5879;26_i;1.0;2.2;6;2022-04-01
5880;45_i;;;6;2022-04-01
5881;3_i;;;6;2022-04-01
5882;0_i;31.0;2037.2000000000003;6;2022-04-01
5883;4_i;31.0;8056.400000000001;6;2022-04-01
5884;5_i;31.0;14810.400000000001;6;2022-04-01
5885;1_i;31.0;6969.6;6;2022-04-01
5886;53_i;;;6;2022-04-01
5887;27_i;31.0;2785.2000000000003;6;2022-04-01
5888;14_i;31.0;6034.6;6;2022-04-01
5889;28_i;31.0;7202.8;6;2022-04-01
5890;33_i;31.0;7656.000000000001;6;2022-04-01
5891;29_i;31.0;8459.0;6;2022-04-01
5892;30_i;1.0;2.2;6;2022-04-01
5893;15_i;31.0;5737.6;6;2022-04-01
5894;54_i;31.0;11310.2;6;2022-04-01
5895;31_i;;;6;2022-04-01
5896;31_i;;;6;2022-04-01
5897;73_i;16.0;2521.2000000000003;6;2022-04-01
5898;72_i;31.0;23139.600000000002;6;2022-04-01
5899;40_i;;;6;2022-04-01
5900;48_i;31.0;8749.400000000001;6;2022-04-01
5901;41_i;31.0;11649.000000000002;6;2022-04-01
5902;34_i;31.0;7251.200000000001;6;2022-04-01
5903;55_i;31.0;4408.8;6;2022-04-01
5904;56_i;31.0;10520.400000000001;6;2022-04-01
5905;57_i;31.0;4301.0;6;2022-04-01
5906;70_i;31.0;5284.400000000001;6;2022-04-01
5907;69_i;31.0;3548.6000000000004;6;2022-04-01
5908;58_i;31.0;3669.6000000000004;6;2022-04-01
5909;59_i;1.0;2.2;6;2022-04-01
5910;60_i;31.0;8465.6;6;2022-04-01
5911;77_i;31.0;8663.6;6;2022-04-01
5912;68_i;31.0;2285.8;6;2022-04-01
5913;61_i;31.0;5387.8;6;2022-04-01
5914;66_i;31.0;11228.800000000001;6;2022-04-01
5915;71_i;31.0;10551.2;6;2022-04-01
5916;62_i;31.0;8670.2;6;2022-04-01
5917;63_i;;;6;2022-04-01
5918;64_i;31.0;5031.400000000001;6;2022-04-01
5919;46_i;31.0;8437.0;6;2022-04-01
5920;65_i;31.0;5291.0;6;2022-04-01
5921;80_i;31.0;4567.200000000001;6;2022-04-01
5922;90_i;31.0;7823.200000000001;6;2022-04-01
5923;83_i;1.0;2.2;6;2022-04-01
5924;84_i;31.0;9559.0;6;2022-04-01
5925;91_i;31.0;6215.000000000001;6;2022-04-01
5926;86_i;;;6;2022-04-01
5927;95_i;31.0;6952.000000000001;6;2022-04-01
5928;81_i;;;6;2022-04-01
5929;82_i;30.0;2244.0;7;2022-12-01
5930;8_i;30.0;3841.2000000000003;7;2022-12-01
5931;92_i;30.0;3009.6000000000004;7;2022-12-01
5932;74_i;30.0;7022.400000000001;7;2022-12-01
5933;35_i;30.0;7161.000000000001;7;2022-12-01
5934;74_i;30.0;3069.0000000000005;7;2022-12-01
5935;88_i;30.0;1947.0000000000002;7;2022-12-01
5936;74_i;30.0;1947.0000000000002;7;2022-12-01
5937;93_i;30.0;10032.0;7;2022-12-01
5938;74_i;;;7;2022-12-01
5939;16_i;30.0;818.4000000000001;7;2022-12-01
5940;74_i;30.0;3273.6000000000004;7;2022-12-01
5941;9_i;30.0;1320.0;7;2022-12-01
5942;74_i;30.0;5280.0;7;2022-12-01
5943;94_i;;;7;2022-12-01
5944;74_i;;;7;2022-12-01
5945;13_i;30.0;2989.8;7;2022-12-01
5946;74_i;30.0;2989.8;7;2022-12-01
5947;82_i;30.0;8228.0;6;2022-12-01
5948;6_i;25.0;10181.6;6;2022-12-01
5949;2_i;26.0;7216.000000000001;6;2022-12-01
5950;7_i;30.0;2798.4;6;2022-12-01
5951;11_i;30.0;198.00000000000003;6;2022-12-01
5952;8_i;30.0;3264.8;6;2022-12-01
5953;17_i;30.0;2508.0;6;2022-12-01
5954;35_i;;;6;2022-12-01
5955;76_i;1.0;2.2;6;2022-12-01
5956;12_i;30.0;13987.6;6;2022-12-01
5957;9_i;30.0;6767.200000000001;6;2022-12-01
5958;10_i;30.0;8584.400000000001;6;2022-12-01
5959;13_i;30.0;3190.0000000000005;6;2022-12-01
5960;44_i;30.0;2499.2000000000003;6;2022-12-01
5961;36_i;23.0;11880.000000000002;6;2022-12-01
5962;49_i;30.0;2134.0;6;2022-12-01
5963;32_i;25.0;6655.000000000001;6;2022-12-01
5964;50_i;;;6;2022-12-01
5965;42_i;25.0;13424.400000000001;6;2022-12-01
5966;67_i;25.0;8635.0;6;2022-12-01
5967;18_i;25.0;7246.8;6;2022-12-01
5968;38_i;25.0;2943.6000000000004;6;2022-12-01
5969;51_i;1.0;2.2;6;2022-12-01
5970;39_i;25.0;7920.000000000001;6;2022-12-01
5971;19_i;30.0;902.0000000000001;6;2022-12-01
5972;21_i;;;6;2022-12-01
5973;22_i;16.0;4928.0;6;2022-12-01
5974;52_i;13.0;1883.2;6;2022-12-01
5975;23_i;16.0;2640.0;6;2022-12-01
5976;24_i;;;6;2022-12-01
5977;25_i;11.0;6001.6;6;2022-12-01
5978;26_i;30.0;7700.000000000001;6;2022-12-01
5979;45_i;30.0;16038.000000000002;6;2022-12-01
5980;3_i;;;6;2022-12-01
5981;0_i;30.0;13565.2;6;2022-12-01
5982;4_i;30.0;6314.000000000001;6;2022-12-01
5983;5_i;30.0;11132.0;6;2022-12-01
5984;1_i;30.0;5082.0;6;2022-12-01
5985;53_i;;;6;2022-12-01
5986;27_i;30.0;563.2;6;2022-12-01
5987;14_i;30.0;4199.8;6;2022-12-01
5988;28_i;26.0;8289.6;6;2022-12-01
5989;33_i;11.0;2849.0000000000005;6;2022-12-01
5990;29_i;30.0;4356.0;6;2022-12-01
5991;30_i;30.0;2842.4;6;2022-12-01
5992;15_i;30.0;5764.000000000001;6;2022-12-01
5993;54_i;30.0;20187.2;6;2022-12-01
5994;31_i;;;6;2022-12-01
5995;31_i;;;6;2022-12-01
5996;73_i;30.0;9442.400000000001;6;2022-12-01
5997;72_i;30.0;20754.800000000003;6;2022-12-01
5998;40_i;30.0;2226.4;6;2022-12-01
5999;48_i;17.0;4683.8;6;2022-12-01
6000;41_i;8.0;2992.0000000000005;6;2022-12-01
6001;34_i;30.0;8848.400000000001;6;2022-12-01
6002;55_i;19.0;7189.6;6;2022-12-01
6003;56_i;;;6;2022-12-01
6004;57_i;19.0;7106.000000000001;6;2022-12-01
6005;70_i;19.0;5475.8;6;2022-12-01
6006;69_i;19.0;3817.0000000000005;6;2022-12-01
6007;58_i;30.0;1716.0000000000002;6;2022-12-01
6008;60_i;30.0;4620.0;6;2022-12-01
6009;77_i;30.0;6732.000000000001;6;2022-12-01
6010;68_i;30.0;4488.0;6;2022-12-01
6011;61_i;30.0;990.0000000000001;6;2022-12-01
6012;66_i;30.0;3498.0000000000005;6;2022-12-01
6013;71_i;30.0;11022.0;6;2022-12-01
6014;62_i;30.0;1848.0000000000002;6;2022-12-01
6015;63_i;;;6;2022-12-01
6016;64_i;27.0;9541.400000000001;6;2022-12-01
6017;46_i;30.0;7150.000000000001;6;2022-12-01
6018;65_i;30.0;4789.400000000001;6;2022-12-01
6019;99_i;30.0;1786.4;6;2022-12-01
6020;98_i;30.0;5165.6;6;2022-12-01
6021;80_i;30.0;576.4000000000001;6;2022-12-01
6022;90_i;30.0;7185.200000000001;6;2022-12-01
6023;83_i;30.0;16302.000000000002;6;2022-12-01
6024;84_i;30.0;2197.8;6;2022-12-01
6025;91_i;30.0;585.2;6;2022-12-01
6026;86_i;19.0;5825.6;6;2022-12-01
6027;95_i;30.0;2618.0;6;2022-12-01
6028;81_i;;;6;2022-12-01
6029;8_i;;;7;2022-07-01
6030;82_i;30.0;4219.6;7;2022-07-01
6031;8_i;30.0;4281.200000000001;7;2022-07-01
6032;92_i;30.0;2827.4400000000005;7;2022-07-01
6033;74_i;30.0;6597.360000000001;7;2022-07-01
6034;35_i;30.0;5160.54;7;2022-07-01
6035;74_i;30.0;2211.66;7;2022-07-01
6036;88_i;30.0;2107.6000000000004;7;2022-07-01
6037;74_i;30.0;2107.6000000000004;7;2022-07-01
6038;93_i;30.0;10441.2;7;2022-07-01
6039;74_i;;;7;2022-07-01
6040;16_i;30.0;880.88;7;2022-07-01
6041;74_i;30.0;3523.52;7;2022-07-01
6042;9_i;30.0;1993.2000000000003;7;2022-07-01
6043;74_i;30.0;7972.800000000001;7;2022-07-01
6044;94_i;30.0;132.0;7;2022-07-01
6045;74_i;30.0;528.0;7;2022-07-01
6046;82_i;30.0;7506.400000000001;6;2022-07-01
6047;6_i;10.0;4697.0;6;2022-07-01
6048;2_i;30.0;6756.200000000001;6;2022-07-01
6049;7_i;30.0;6600.000000000001;6;2022-07-01
6050;11_i;30.0;1683.0000000000002;6;2022-07-01
6051;8_i;30.0;2844.6000000000004;6;2022-07-01
6052;17_i;30.0;2358.4;6;2022-07-01
6053;35_i;;;6;2022-07-01
6054;76_i;30.0;2910.6000000000004;6;2022-07-01
6055;12_i;22.0;10582.0;6;2022-07-01
6056;9_i;30.0;7381.000000000001;6;2022-07-01
6057;10_i;1.0;2.2;6;2022-07-01
6058;13_i;30.0;4191.0;6;2022-07-01
6059;44_i;12.0;4494.6;6;2022-07-01
6060;36_i;;;6;2022-07-01
6061;49_i;30.0;3341.8;6;2022-07-01
6062;32_i;1.0;2.2;6;2022-07-01
6063;50_i;;;6;2022-07-01
6064;42_i;1.0;2.2;6;2022-07-01
6065;67_i;1.0;2.2;6;2022-07-01
6066;18_i;1.0;2.2;6;2022-07-01
6067;38_i;;;6;2022-07-01
6068;51_i;1.0;2.2;6;2022-07-01
6069;39_i;;;6;2022-07-01
6070;19_i;30.0;935.0000000000001;6;2022-07-01
6071;21_i;30.0;11866.800000000001;6;2022-07-01
6072;22_i;30.0;5249.200000000001;6;2022-07-01
6073;52_i;30.0;5838.8;6;2022-07-01
6074;23_i;30.0;4624.400000000001;6;2022-07-01
6075;24_i;1.0;2.2;6;2022-07-01
6076;25_i;30.0;8287.400000000001;6;2022-07-01
6077;26_i;30.0;5090.8;6;2022-07-01
6078;45_i;30.0;14751.000000000002;6;2022-07-01
6079;3_i;;;6;2022-07-01
6080;0_i;30.0;7392.000000000001;6;2022-07-01
6081;4_i;30.0;6325.000000000001;6;2022-07-01
6082;5_i;9.0;3234.0000000000005;6;2022-07-01
6083;1_i;30.0;3542.0000000000005;6;2022-07-01
6084;53_i;;;6;2022-07-01
6085;27_i;30.0;437.8;6;2022-07-01
6086;14_i;30.0;4457.200000000001;6;2022-07-01
6087;28_i;30.0;7473.400000000001;6;2022-07-01
6088;33_i;30.0;7216.000000000001;6;2022-07-01
6089;29_i;30.0;6886.000000000001;6;2022-07-01
6090;30_i;1.0;2.2;6;2022-07-01
6091;15_i;22.0;7139.000000000001;6;2022-07-01
6092;54_i;30.0;14161.400000000001;6;2022-07-01
6093;31_i;;;6;2022-07-01
6094;31_i;;;6;2022-07-01
6095;73_i;30.0;6175.400000000001;6;2022-07-01
6096;72_i;10.0;5170.0;6;2022-07-01
6097;40_i;30.0;5275.6;6;2022-07-01
6098;48_i;25.0;6985.000000000001;6;2022-07-01
6099;41_i;30.0;12166.000000000002;6;2022-07-01
6100;34_i;30.0;7422.8;6;2022-07-01
6101;55_i;30.0;6815.6;6;2022-07-01
6102;56_i;23.0;10368.6;6;2022-07-01
6103;57_i;30.0;6410.8;6;2022-07-01
6104;70_i;30.0;7167.6;6;2022-07-01
6105;69_i;30.0;6098.400000000001;6;2022-07-01
6106;58_i;30.0;2662.0;6;2022-07-01
6107;60_i;23.0;6732.000000000001;6;2022-07-01
6108;77_i;30.0;6505.400000000001;6;2022-07-01
6109;68_i;30.0;14658.6;6;2022-07-01
6110;61_i;30.0;3676.2000000000003;6;2022-07-01
6111;66_i;30.0;8916.6;6;2022-07-01
6112;71_i;30.0;14348.400000000001;6;2022-07-01
6113;62_i;30.0;3392.4;6;2022-07-01
6114;63_i;;;6;2022-07-01
6115;64_i;30.0;11044.0;6;2022-07-01
6116;46_i;1.0;2.2;6;2022-07-01
6117;65_i;30.0;4624.400000000001;6;2022-07-01
6118;80_i;18.0;1713.8000000000002;6;2022-07-01
6119;90_i;18.0;6525.200000000001;6;2022-07-01
6120;83_i;1.0;286.0;6;2022-07-01
6121;84_i;18.0;3357.2000000000003;6;2022-07-01
6122;91_i;30.0;1669.8000000000002;6;2022-07-01
6123;86_i;30.0;9999.0;6;2022-07-01
6124;95_i;30.0;3432.0000000000005;6;2022-07-01
6125;81_i;;;6;2022-07-01
6126;8_i;;;7;2022-06-01
6127;82_i;19.0;2860.0000000000005;7;2022-06-01
6128;8_i;19.0;3242.8;7;2022-06-01
6129;92_i;1.0;85.80000000000001;7;2022-06-01
6130;74_i;1.0;200.20000000000002;7;2022-06-01
6131;35_i;15.0;2907.52;7;2022-06-01
6132;74_i;15.0;1246.0800000000002;7;2022-06-01
6133;88_i;9.0;517.0;7;2022-06-01
6134;74_i;9.0;517.0;7;2022-06-01
6135;93_i;1.0;352.0;7;2022-06-01
6136;74_i;;;7;2022-06-01
6137;16_i;1.0;30.800000000000004;7;2022-06-01
6138;74_i;1.0;123.20000000000002;7;2022-06-01
6139;9_i;1.0;44.0;7;2022-06-01
6140;74_i;1.0;176.0;7;2022-06-01
6141;94_i;1.0;22.0;7;2022-06-01
6142;74_i;1.0;88.0;7;2022-06-01
6143;82_i;31.0;6193.000000000001;6;2022-06-01
6144;6_i;31.0;12278.2;6;2022-06-01
6145;2_i;31.0;8553.6;6;2022-06-01
6146;7_i;31.0;6864.000000000001;6;2022-06-01
6147;11_i;31.0;1988.8000000000002;6;2022-06-01
6148;8_i;31.0;3115.2000000000003;6;2022-06-01
6149;17_i;31.0;1324.4;6;2022-06-01
6150;35_i;;;6;2022-06-01
6151;76_i;31.0;2899.6000000000004;6;2022-06-01
6152;12_i;31.0;15587.000000000002;6;2022-06-01
6153;9_i;31.0;8698.800000000001;6;2022-06-01
6154;10_i;1.0;2.2;6;2022-06-01
6155;13_i;30.0;2142.8;6;2022-06-01
6156;44_i;31.0;2145.0;6;2022-06-01
6157;36_i;;;6;2022-06-01
6158;49_i;31.0;3960.0000000000005;6;2022-06-01
6159;32_i;5.0;1133.0;6;2022-06-01
6160;50_i;;;6;2022-06-01
6161;42_i;22.0;2585.0;6;2022-06-01
6162;67_i;22.0;4147.0;6;2022-06-01
6163;18_i;22.0;12203.400000000001;6;2022-06-01
6164;38_i;22.0;2576.2000000000003;6;2022-06-01
6165;51_i;1.0;2.2;6;2022-06-01
6166;39_i;22.0;7647.200000000001;6;2022-06-01
6167;19_i;30.0;1386.0;6;2022-06-01
6168;21_i;31.0;12870.000000000002;6;2022-06-01
6169;22_i;31.0;6199.6;6;2022-06-01
6170;52_i;31.0;6069.8;6;2022-06-01
6171;23_i;27.0;4404.400000000001;6;2022-06-01
6172;24_i;1.0;2.2;6;2022-06-01
6173;25_i;31.0;10172.800000000001;6;2022-06-01
6174;26_i;2.0;222.20000000000002;6;2022-06-01
6175;45_i;;;6;2022-06-01
6176;3_i;;;6;2022-06-01
6177;0_i;31.0;11325.6;6;2022-06-01
6178;4_i;31.0;6294.200000000001;6;2022-06-01
6179;5_i;31.0;10947.2;6;2022-06-01
6180;1_i;31.0;4479.200000000001;6;2022-06-01
6181;53_i;;;6;2022-06-01
6182;27_i;31.0;2186.8;6;2022-06-01
6183;14_i;31.0;4650.8;6;2022-06-01
6184;28_i;30.0;6927.8;6;2022-06-01
6185;33_i;31.0;7024.6;6;2022-06-01
6186;29_i;31.0;8076.200000000001;6;2022-06-01
6187;30_i;1.0;2.2;6;2022-06-01
6188;15_i;1.0;2.2;6;2022-06-01
6189;54_i;14.0;6076.400000000001;6;2022-06-01
6190;31_i;;;6;2022-06-01
6191;31_i;;;6;2022-06-01
6192;73_i;30.0;7524.000000000001;6;2022-06-01
6193;72_i;31.0;16610.0;6;2022-06-01
6194;40_i;1.0;440.00000000000006;6;2022-06-01
6195;48_i;31.0;8762.6;6;2022-06-01
6196;41_i;31.0;11171.6;6;2022-06-01
6197;34_i;31.0;7898.000000000001;6;2022-06-01
6198;55_i;31.0;6142.400000000001;6;2022-06-01
6199;56_i;31.0;13208.800000000001;6;2022-06-01
6200;57_i;31.0;5933.400000000001;6;2022-06-01
6201;70_i;31.0;6839.8;6;2022-06-01
6202;69_i;30.0;4397.8;6;2022-06-01
6203;58_i;31.0;5297.6;6;2022-06-01
6204;60_i;31.0;16115.000000000002;6;2022-06-01
6205;77_i;4.0;807.4000000000001;6;2022-06-01
6206;68_i;30.0;2365.0;6;2022-06-01
6207;61_i;31.0;7574.6;6;2022-06-01
6208;66_i;4.0;1078.0;6;2022-06-01
6209;71_i;31.0;9578.800000000001;6;2022-06-01
6210;62_i;31.0;8503.0;6;2022-06-01
6211;63_i;;;6;2022-06-01
6212;64_i;31.0;9842.800000000001;6;2022-06-01
6213;46_i;1.0;2.2;6;2022-06-01
6214;65_i;31.0;5555.0;6;2022-06-01
6215;80_i;1.0;2.2;6;2022-06-01
6216;90_i;1.0;2.2;6;2022-06-01
6217;83_i;1.0;2.2;6;2022-06-01
6218;84_i;1.0;2.2;6;2022-06-01
6219;91_i;31.0;1542.2;6;2022-06-01
6220;86_i;1.0;220.00000000000003;6;2022-06-01
6221;95_i;31.0;5852.000000000001;6;2022-06-01
6222;81_i;;;6;2022-06-01
6223;82_i;29.0;5427.400000000001;7;2022-05-01
6224;92_i;;;7;2022-05-01
6225;74_i;;;7;2022-05-01
6226;35_i;30.0;6059.900000000001;7;2022-05-01
6227;74_i;30.0;2597.1000000000004;7;2022-05-01
6228;88_i;30.0;1664.3000000000002;7;2022-05-01
6229;74_i;30.0;1664.3000000000002;7;2022-05-01
6230;93_i;;;7;2022-05-01
6231;74_i;;;7;2022-05-01
6232;16_i;1.0;0.44000000000000006;7;2022-05-01
6233;74_i;1.0;1.7600000000000002;7;2022-05-01
6234;9_i;;;7;2022-05-01
6235;74_i;;;7;2022-05-01
6236;94_i;;;7;2022-05-01
6237;74_i;;;7;2022-05-01
6238;8_i;;;7;2022-05-01
6239;74_i;29.0;4103.0;7;2022-05-01
6240;82_i;15.04;2392.082;7;2022-03-01
6241;92_i;;;7;2022-03-01
6242;74_i;;;7;2022-03-01
6243;35_i;28.0;7809.34;7;2022-03-01
